ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
615,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,continuance occupational commitment,wb,1,,2,320,0.67,Israel,54,1,-0.03,0.67,0.68,-0.044445664
616,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,continuance occupational commitment,wb,1,,2,320,0.67,Israel,54,1,-0.01,0.65,0.68,-0.015041421
617,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,normative occupational commitment,wb,1,,2,320,0.67,Israel,54,1,0.19,0.67,0.79,0.261157591
618,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,normative occupational commitment,wb,1,,2,320,0.67,Israel,54,1,0.1,0.65,0.79,0.139549979
619,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,organizational commitment,wb,2,,2,386,0.59,Israel,54,1,0.3,0.67,0.75,0.42320737
620,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,occupational commitment,wb,1,,2,386,0.59,Israel,54,1,0.25,0.67,0.89,0.32374838
621,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,group commitment,wb,2,,2,386,0.59,Israel,54,1,0.37,0.67,0.7,0.540275536
622,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,organizational commitment,wb,2,,2,386,0.59,Israel,54,1,0.21,0.74,0.75,0.281885543
623,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,occupational commitment,wb,1,,2,386,0.59,Israel,54,1,0.15,0.74,0.89,0.184833376
624,235,187,"Cohen, A. (2009). A value based perspective on commitment in the workplace: An examination of Schwartz's basic human values theory among bank employees in Israel. International Journal of Intercultural Relations, 33(4), 332-345.",2009,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,group commitment,wb,2,,2,386,0.59,Israel,54,1,0.31,0.74,0.7,0.430721761
625,236,188,"Tartakovsky, E., & Walsh, S. D. (2016). Burnout among social workers working with immigrants from the Former Soviet Union and Ethiopia in Israel: Testing the connections between personal value preferences, immigrant appraisal and burnout. International Journal of Intercultural Relations, 53, 39-53.",2016,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,burnout,wb,2,,2,181,0.91,Israel,54,1,0.17,0.695,0.843,0.22209702
626,236,188,"Tartakovsky, E., & Walsh, S. D. (2016). Burnout among social workers working with immigrants from the Former Soviet Union and Ethiopia in Israel: Testing the connections between personal value preferences, immigrant appraisal and burnout. International Journal of Intercultural Relations, 53, 39-53.",2016,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,burnout,wb,2,,2,181,0.91,Israel,54,1,0.22,0.72,0.843,0.282385664
627,237,188,"Tartakovsky, E., & Walsh, S. D. (2016). Burnout among social workers working with immigrants from the Former Soviet Union and Ethiopia in Israel: Testing the connections between personal value preferences, immigrant appraisal and burnout. International Journal of Intercultural Relations, 53, 39-53.",2016,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,burnout,wb,2,,2,177,0.91,Israel,54,1,0.33,0.695,0.843,0.43112951
628,237,188,"Tartakovsky, E., & Walsh, S. D. (2016). Burnout among social workers working with immigrants from the Former Soviet Union and Ethiopia in Israel: Testing the connections between personal value preferences, immigrant appraisal and burnout. International Journal of Intercultural Relations, 53, 39-53.",2016,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,burnout,wb,2,,2,177,0.91,Israel,54,1,0.12,0.72,0.843,0.154028544
629,238,189,"Kernan, M. C., Watson, S., Chen, F. F., & Kim, T. G. (2011). How cultural values affect the impact of abusive supervision on worker attitudes. Cross Cultural Management: An International Journal.",2011,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,job satisfaction,wb,2,,2,287,0.43,US & South Koreea,,,0.07,0.71,0.84,0.090641946
630,238,189,"Kernan, M. C., Watson, S., Chen, F. F., & Kim, T. G. (2011). How cultural values affect the impact of abusive supervision on worker attitudes. Cross Cultural Management: An International Journal.",2011,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,negative well-being,wb,2,,2,287,0.43,US & South Koreea,,,-0.08,0.71,0.86,-0.102379166
631,239,190,"Arthaud-Day, M. L., Rode, J. C., & Turnley, W. H. (2012). Direct and contextual effects of individual values on organizational citizenship behavior in teams. Journal of Applied Psychology, 97(4), 792.",2012,0,1,0,0,benevolence,Schwartz Value Survey,1,1,,0,OCB-I,pb,,1,2,582,0.43,US,91,1,0.14,0.76,0.89,0.170226134
632,239,190,"Arthaud-Day, M. L., Rode, J. C., & Turnley, W. H. (2012). Direct and contextual effects of individual values on organizational citizenship behavior in teams. Journal of Applied Psychology, 97(4), 792.",2012,0,1,0,0,benevolence,Schwartz Value Survey,1,1,,0,OCB-O,pb,,1,2,582,0.43,US,91,1,0.13,0.76,0.75,0.172189206
633,240,191,"Eliason, B. C., & Schubot, D. B. (1995). Personal values of exemplary family physicians: implications for professional satisfaction in family medicine. Journal of family practice, 41(3), 251-256.",1995,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,job satisfaction,wb,2,,2,243,0.06,US,91,1,0.212,0.695,0.843,0.276968049
634,240,191,"Eliason, B. C., & Schubot, D. B. (1995). Personal values of exemplary family physicians: implications for professional satisfaction in family medicine. Journal of family practice, 41(3), 251-256.",1995,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,job satisfaction,wb,2,,2,243,0.06,US,91,1,0.058,0.72,0.843,0.07444713
635,241,192,"Bowman, D. M. (2010). The effect of value differences in workplace motivation: A study comparing worker value priorities across generations and gender (Doctoral dissertation, Capella University).",2010,1,1,1,1,universalism,Schwartz Value Survey,1,1,,0,income,career,,,1,1028,0.54,US,91,1,-0.1,0.72,1,-0.11785113
636,241,192,"Bowman, D. M. (2010). The effect of value differences in workplace motivation: A study comparing worker value priorities across generations and gender (Doctoral dissertation, Capella University).",2010,1,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,income,career,,,1,1028,0.54,US,91,1,-0.058,0.695,1,-0.069572177
637,241,192,"Bowman, D. M. (2010). The effect of value differences in workplace motivation: A study comparing worker value priorities across generations and gender (Doctoral dissertation, Capella University).",2010,1,1,1,1,universalism,Schwartz Value Survey,1,1,,0,rank,career,,,1,1028,0.54,US,91,1,0.143,0.72,1,0.168527116
638,241,192,"Bowman, D. M. (2010). The effect of value differences in workplace motivation: A study comparing worker value priorities across generations and gender (Doctoral dissertation, Capella University).",2010,1,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,rank,career,,,1,1028,0.54,US,91,1,-0.007,0.695,1,-0.008396642
639,242,193,"Phillips, R., & Bourne, H. (2008). The impact of worker values on client outcomes within a drug treatment service. International Journal of Drug Policy, 19(1), 33-41.",2008,0,1,1,0,benevolence,Schwartz Value Survey,1,1,,0,customer service performance,perf,,,1,58,0.5,UK,89,1,-0.32,0.695,1,-0.383846492
640,242,193,"Phillips, R., & Bourne, H. (2008). The impact of worker values on client outcomes within a drug treatment service. International Journal of Drug Policy, 19(1), 33-41.",2008,0,1,1,0,universalism,Schwartz Value Survey,1,1,,0,customer service performance,perf,,,1,58,0.5,UK,89,1,-0.27,0.72,1,-0.318198052
641,243,194,"Cohen, A., & Shamai, O. (2010). The relationship between individual values, psychological well_being, and organizational commitment among Israeli police officers. Policing: An International Journal of Police Strategies & Management.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,positive well-being,wb,2,,2,268,0.3,Israel,54,1,0.21,0.71,0.89,0.264177069
642,243,194,"Cohen, A., & Shamai, O. (2010). The relationship between individual values, psychological well_being, and organizational commitment among Israeli police officers. Policing: An International Journal of Police Strategies & Management.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,positive well-being,wb,2,,2,268,0.3,Israel,54,1,-0.03,0.79,0.89,-0.035777724
643,243,194,"Cohen, A., & Shamai, O. (2010). The relationship between individual values, psychological well_being, and organizational commitment among Israeli police officers. Policing: An International Journal of Police Strategies & Management.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,organizational commitment,wb,2,,2,268,0.3,Israel,54,1,-0.14,0.71,0.71,-0.197183099
644,243,194,"Cohen, A., & Shamai, O. (2010). The relationship between individual values, psychological well_being, and organizational commitment among Israeli police officers. Policing: An International Journal of Police Strategies & Management.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,organizational commitment,wb,2,,2,268,0.3,Israel,54,1,-0.12,0.79,0.71,-0.160228042
645,244,195,"Stankevi_i_t_, _., & Wereda, W. (2020). Universalism values and organisational citizenship behaviour referring to employee perception of corporate social responsibility. Management & marketing. Challenges for the knowledge society, 15(2), 302-325.",2020,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,OCB,pb,,1,2,301,0.62,Lithuanian,60,1,0.333,0.868,0.851,0.387453502
646,245,196,Cabigao (2009),2009,1,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,quit intention,wb,2,,2,209,0.866,US,91,1,-0.05,0.695,0.94,-0.061860536
647,245,196,Cabigao (2009),2009,1,1,1,1,universalism,Schwartz Value Survey,1,1,,0,quit intention,wb,2,,2,209,0.866,US,91,1,-0.1,0.72,0.94,-0.12155416
648,245,196,Cabigao (2009),2009,1,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,job satisafaction,wb,2,,2,209,0.866,US,91,1,-0.14,0.695,0.843,-0.182903428
649,245,196,Cabigao (2009),2009,1,1,1,1,universalism,Schwartz Value Survey,1,1,,0,job satisafaction,wb,2,,2,209,0.866,US,91,1,-0.18,0.72,0.843,-0.231042816
650,246,197,Buchanan (2004),2004,1,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,stress,wb,2,,2,250,0.896,US,91,1,0.06,0.7,0.84,0.07824608
651,247,198,"Korsgaard, M. A., Meglino, B. M., & Lester, S. W. (2004). The effect of other orientation on self–supervisor rating agreement. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 25(7), 873-891.",2004,0,1,1,0,concern for others,CES,2,3,,1,supervisor performance rating,perf,,,2,292,0.92,US,91,1,-0.01,0.95,0.89,-0.010875349
652,247,198,"Korsgaard, M. A., Meglino, B. M., & Lester, S. W. (2004). The effect of other orientation on self–supervisor rating agreement. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 25(7), 873-891.",2004,0,1,1,1,concern for others,CES,2,3,,1,self-rated performance,perf,,,2,292,0.92,US,91,1,-0.15,0.95,0.7,-0.183941802
653,248,199,"Lester, S. W., Meglino, B. M., & Korsgaard, M. A. (2008). The role of other orientation in organizational citizenship behavior. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 29(6), 829-841.",2008,0,1,1,1,Concern for others,CES,2,3,,1,job satisafaction,wb,2,,2,127,0.9,US,91,1,0.04,0.95,0.86,0.044253636
654,248,199,"Lester, S. W., Meglino, B. M., & Korsgaard, M. A. (2008). The role of other orientation in organizational citizenship behavior. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 29(6), 829-841.",2008,0,1,1,0,Concern for others,CES,2,3,,1,helping,pb,,1,2,127,0.9,US,91,1,0,0.95,0.89,0
655,248,199,"Lester, S. W., Meglino, B. M., & Korsgaard, M. A. (2008). The role of other orientation in organizational citizenship behavior. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 29(6), 829-841.",2008,0,1,1,0,Concern for others,CES,2,3,,1,civic virtue,pb,,1,2,127,0.9,US,91,1,0.05,0.95,0.85,0.055641488
656,248,199,"Lester, S. W., Meglino, B. M., & Korsgaard, M. A. (2008). The role of other orientation in organizational citizenship behavior. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 29(6), 829-841.",2008,0,1,1,0,Concern for others,CES,2,3,,1,sportsmanship,pb,,1,2,127,0.9,US,91,1,-0.11,0.95,0.85,-0.122411274
657,249,200,"McNeely, B. L., & Meglino, B. M. (1994). The role of dispositional and situational antecedents in prosocial organizational behavior: An examination of the intended beneficiaries of prosocial behavior. Journal of applied psychology, 79(6), 836.",1994,0,1,1,1,Concern for others,CES,2,3,,1,job satisafaction,wb,2,,2,100,1,US,91,1,-0.14,0.95,0.843,-0.156441671
658,249,200,"McNeely, B. L., & Meglino, B. M. (1994). The role of dispositional and situational antecedents in prosocial organizational behavior: An examination of the intended beneficiaries of prosocial behavior. Journal of applied psychology, 79(6), 836.",1994,0,1,1,0,Concern for others,CES,2,3,,1,role-prescribed prosocial behavior,pb,,1,2,100,1,US,91,1,0,0.95,0.845,0
659,249,200,"McNeely, B. L., & Meglino, B. M. (1994). The role of dispositional and situational antecedents in prosocial organizational behavior: An examination of the intended beneficiaries of prosocial behavior. Journal of applied psychology, 79(6), 836.",1994,0,1,1,0,Concern for others,CES,2,3,,1,prosocial organizational behavior,pb,,1,2,100,1,US,91,1,-0.09,0.95,0.845,-0.100450558
660,249,200,"McNeely, B. L., & Meglino, B. M. (1994). The role of dispositional and situational antecedents in prosocial organizational behavior: An examination of the intended beneficiaries of prosocial behavior. Journal of applied psychology, 79(6), 836.",1994,0,1,1,0,Concern for others,CES,2,3,,1,prosoial individual behavior,pb,,1,2,100,1,US,91,1,0.21,0.95,0.845,0.234384635
661,250,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,1,Concern for others,CES,2,3,,1,recent job satisacation,wb,2,,2,267,0.49,US,91,1,0.12,0.95,0.84,0.134332099
662,250,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,0,Concern for others,CES,2,3,,1,recent pay,career,,,1,267,0.49,US,91,1,-0.07,0.95,1,-0.071818485
663,251,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,1,Concern for others,CES,2,3,,1,recent job satisacation,wb,2,,2,181,0.3,US,91,1,-0.03,0.95,0.84,-0.033583025
664,251,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,0,Concern for others,CES,2,3,,1,recent pay,career,,,1,181,0.3,US,91,1,-0.07,0.95,1,-0.071818485
665,252,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,1,Concern for others,CES,2,3,,1,job satisafaction_enriched,wb,2,,2,64,0.47,US,91,1,-0.45,0.95,0.94,-0.476197142
666,252,201,"Meglino, B. M., & Korsgaard, M. A. (2007). The role of other orientation in reactions to job characteristics. Journal of Management, 33(1), 57-83.",2007,0,1,1,1,Concern for others,CES,2,3,,1,job satisafaction_unenriched,wb,2,,2,64,0.47,US,91,1,0.48,0.95,0.95,0.505263158
